SPP;Família;Gênero;país;Estado;Município;Longitude;Latitude;Referência
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Maricá;-42.833;-22.933;2216
Anax amazili;Aeshnidae;Anax;Brasil;MS;;-51.8961;-19.5702;21696
Anax amazili;Aeshnidae;Anax;Brasil;MS;;-52.7938;-18.3563;21696
Anax amazili;Aeshnidae;Anax;Brasil;RS;Mostardas;-51.265;-31.535;25621
Anax amazili;Aeshnidae;Anax;Brasil;RS;Encruzilhada do Sul;-52.569;-30.805;25621
Anax amazili;Aeshnidae;Anax;Brasil;RS;Palmas;-53.779;-31.123;25621
Anax amazili;Aeshnidae;Anax;Brasil;RS;Santo Antônio;-50.5113;-29.9114;25621
Anax amazili;Aeshnidae;Anax;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Anax amazili;Aeshnidae;Anax;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Maricá;-42.833;-22.933;2216
Anax amazili;Aeshnidae;Anax;Brasil;SP;São Paulo;-46.652;-23.677;15473
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Anax amazili;Aeshnidae;Anax;Brasil;SP;Baguaçu;-49.071;-20.689;15473
Anax amazili;Aeshnidae;Anax;Brasil;PE;Recife;-34.9;-8.053;19487
Anax amazili;Aeshnidae;Anax;Brasil;SP;Promissão;-49.857;-21.535;15473
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Maricá;-42.833;-22.933;14493
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Maricá;-42.818;-22.919;1146
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Ilha Grande;-42.82;-22.92;14493
Anax amazili;Aeshnidae;Anax;Brasil;RJ;Maricá;-42.833;-22.933;14493
Anax amazili;Aeshnidae;Anax;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Anax concolor;Aeshnidae;Anax;Brasil;RJ;Magé;-43.033;-22.666;1143
Anax concolor;Aeshnidae;Anax;Brasil;MG;Viçosa;-42.8833;-20.7797;16047
Anax concolor;Aeshnidae;Anax;Brasil;MS;;-51.8961;-19.5702;21696
Anax concolor;Aeshnidae;Anax;Brasil;MS;;-52.8741;-19.0494;21696
Anax concolor;Aeshnidae;Anax;Brasil;MG;Santana do Riacho;-43.714;-19.168;11543
Anax concolor;Aeshnidae;Anax;Brasil;MG;Santa Barbara;-43.415;-19.959;11543
Anax concolor;Aeshnidae;Anax;Brasil;MG;Lagoa Santa;-43.889;-19.627;11015
Anax concolor;Aeshnidae;Anax;Brasil;MS;Bodoquena;-56.75;-20.6666;23646
Anax concolor;Aeshnidae;Anax;Brasil;ES;Regência;-39.824;-19.645;9608
Anax concolor;Aeshnidae;Anax;Brasil;SP;Promissão;-49.857;-21.535;15473
Anax concolor;Aeshnidae;Anax;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Anax longipes;Aeshnidae;Anax;Brasil;MT;;-55.616;-12.516;6653
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;SP;Ipiranga;-46.652;-23.677;1962
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Areal;-43.105;-22.23;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Petrópolis;-43.178;-22.505;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Itatiaia;-44.563;-22.496;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Ilha da Marambaia;-43.822;-23.05;1962
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;SP;Ipiranga;-46.652;-23.677;1962
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;PR;União de Vitória;-51.086;-26.23;1962
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Ilha Grande;-42.82;-22.92;14493
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;MG;Santa Barbara;-43.415;-19.959;11543
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Marica;-42.775;-22.875;19470
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Ilha Grande;-42.82;-22.92;1962
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;SP;Ipiranga;-46.652;-23.677;15473
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Teresópolis;-42.965;-22.412;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Ilha da Marambaia;-43.966;-23.066;14493
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Serra da Bocaina;-44.65;-23;15473
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;MG;Ibirité;-44.058;-20.021;8187
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;SP;São Paulo;-46.652;-23.677;15473
Castoraeschna castor;Aeshnidae;Castoraeschna;Brasil;RJ;Areal;-43.105;-22.23;1692
Castoraeschna colorata;Aeshnidae;Castoraeschna;Brasil;MG;Santana do Riacho;-43.714;-19.168;11288
Castoraeschna colorata;Aeshnidae;Castoraeschna;Brasil;SP;São Paulo;-46.652;-23.677;15473
Castoraeschna colorata;Aeshnidae;Castoraeschna;Brasil;MG;Santa Barbara;-43.415;-19.959;11543
Castoraeschna colorata;Aeshnidae;Castoraeschna;Brasil;MG;Santa Barbara;-43.415;-19.959;11543
Castoraeschna colorata;Aeshnidae;Castoraeschna;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Castoraeschna colorata;Aeshnidae;Castoraeschna;Brasil;GO;Mineiros;-52.9;-18.13;23170
Castoraeschna corbeti;Aeshnidae;Castoraeschna;Brasil;PA;Parauapebas;-50.1914;-6.0952;23860
Castoraeschna corbeti;Aeshnidae;Castoraeschna;Brasil;PA;Parauapebas;-50.1369;-6.1038;23860
Castoraeschna corbeti;Aeshnidae;Castoraeschna;Brasil;PA;Parauapebas;-50.1369;-6.1038;23860
Castoraeschna januaria;Aeshnidae;Castoraeschna;Brasil;MG;Belo Horizonte;-43.938;-19.92;11543
Castoraeschna januaria;Aeshnidae;Castoraeschna;Brasil;MG;Belo Horizonte;-43.938;-19.92;11543
Castoraeschna januaria;Aeshnidae;Castoraeschna;Brasil;MG;Santana do Riacho;-43.714;-19.168;11288
Castoraeschna januaria;Aeshnidae;Castoraeschna;Brasil;MG;Brumadinho;-44.199;-20.143;8187
Castoraeschna januaria;Aeshnidae;Castoraeschna;Brasil;MG;Ibirité;-44.058;-20.021;8187
Castoraeschna januaria;Aeshnidae;Castoraeschna;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Castoraeschna longfieldae;Aeshnidae;Castoraeschna;Brasil;MG;Santa Barbara;-43.415;-19.959;11543
Castoraeschna longfieldae;Aeshnidae;Castoraeschna;Brasil;MG;Ibirité;-44.058;-20.021;8187
Castoraeschna longfieldae;Aeshnidae;Castoraeschna;Brasil;MT;Buriti;-56;-15.5;6653
Castoraeschna longfieldae;Aeshnidae;Castoraeschna;Brasil;MT;Chapada;-55.749;-15.46;23170
Castoraeschna longfieldae;Aeshnidae;Castoraeschna;Brasil;MG;Santana do Riacho;-43.714;-19.168;11288
Castoraeschna longfieldae;Aeshnidae;Castoraeschna;Brasil;MG;Brumadinho;-44.199;-20.143;8187
Castoraeschna margarethae;Aeshnidae;Castoraeschna;Brasil;RJ;Serra da Bocaina;-44.65;-23;15473
Castoraeschna margarethae;Aeshnidae;Castoraeschna;Brasil;SP;Salesópolis;-45.847;-23.531;15473
Castoraeschna margarethae;Aeshnidae;Castoraeschna;Brasil;MG;Ibirité;-44.058;-20.021;8187
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Marica;-42.775;-22.875;19470
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;PA;Belém;-48.504;-1.44;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MT;Salobra;-56.366;-20.233;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MT;Salobra;-56.366;-20.233;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;14493
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;14493
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;14493
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;AM;Benjamin constant;-69.9;-4.5;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;2216
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;2216
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.3;-22.723;21308
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.5258;-22.8219;21308
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Valença;-43.7013;-22.2419;21739
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.3;-22.723;23531
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.7;-22.966;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.7;-22.966;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Valença;-43.7013;-22.2419;24174
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.7;-22.966;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.5616;-22.8169;23530
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.4102;-22.7916;23530
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MG;Marliéria;-42.602;-19.777;11015
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MT;Urucum;-57.6333;-19.15;6653
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MT;Chapada;-55.749;-15.46;6653
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Magé;-43.033;-22.666;1143
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.7;-22.966;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.7;-22.966;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.3;-22.723;23530
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Areal;-43.105;-22.23;1153
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;MS;;-53.5258;-22.8219;23531
Coryphaeschna adnexa;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.7;-22.966;1153
Coryphaeschna amazonica;Aeshnidae;Coryphaeschna;Brasil;AM;Manaus;-60.033;-3.033;11310
Coryphaeschna amazonica;Aeshnidae;Coryphaeschna;Brasil;PA;Santa Isabel;-48.16;-1.298;11310
Coryphaeschna amazonica;Aeshnidae;Coryphaeschna;Brasil;PA;Belém;-48.504;-1.44;11310
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Governador Valadares;-41.949;-18.851;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Ipiranga;-46.652;-23.677;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Valença;-43.7013;-22.2419;24174
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MS;;-51.8961;-19.5702;21696
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Cataguazes;-42.696;-21.389;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Teófilo Otoni;-41.5052;-17.8575;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;PE;Recife;-34.9;-8.053;19487
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;2216
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Lagoa Santa;-43.889;-19.627;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Marica;-42.775;-22.875;19470
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Pirassununga;-47.424;-21.997;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Valença;-43.7013;-22.2419;21739
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;2216
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Lins;-49.813;-21.736;3461
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Belo Horizonte;-43.938;-19.92;11543
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.818;-22.919;3461
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.818;-22.919;3461
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.818;-22.919;3461
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Belo Horizonte;-43.938;-19.92;11543
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;São Vicente;-42.259;-22.724;3461
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Marliéria;-42.6;-19.778;3461
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Lagoa Santa;-43.889;-19.627;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MS;Águas Claras;-52.878;-20.448;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;GO;Formosa;-47.334;-15.537;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;DF;Brasília;-47.9;-15.85;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Carmo do Rio Claro;-46.118;-20.971;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Lagoa Santa;-43.889;-19.627;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Lagoa Santa;-43.889;-19.627;1570
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;São Paulo;-46.652;-23.677;15473
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Marliéria;-42.602;-19.777;11015
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Belo Horizonte;-43.938;-19.92;11543
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;São Paulo;-46.652;-23.677;11310
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MG;Lagoa Santa;-43.941;-19.534;17261
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Barueri;-46.936;-23.625;15473
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;MT;Urucum;-57.6333;-19.15;6653
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Ubatuba;-45.11;-23.433;15473
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Lins;-49.742;-21.678;15473
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;SP;Botucatu;-48.536;-22.922;15473
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Magé;-43.033;-22.666;1143
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;14493
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RJ;Maricá;-42.833;-22.933;14493
Coryphaeschna perrensi;Aeshnidae;Coryphaeschna;Brasil;RS;Pelotas;-52.342;-31.771;11310
Coryphaeschna viriditas;Aeshnidae;Coryphaeschna;Brasil;MT;Chapada;-55.749;-15.46;6653
Coryphaeschna viriditas;Aeshnidae;Coryphaeschna;Brasil;PE;Recife;-34.9;-8.053;19487
Coryphaeschna viriditas;Aeshnidae;Coryphaeschna;Brasil;MT;Cuiabá;-56;-15.5;6653
Gynacantha adela;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha adela;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1572
Gynacantha adela;Aeshnidae;Gynacantha;Brasil;MG;Poços de Caldas;-46.55;-21.766;16702
Gynacantha adela;Aeshnidae;Gynacantha;Brasil;SP;Itapetininga;-48.175;-23.605;15473
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;MG;APA São José;-44.166;-21.083;8512
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;SP;Ubatuba;-45.11;-23.433;15473
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;SP;Lins;-49.742;-21.678;15473
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;RJ;Magé;-43.033;-22.666;1143
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;SP;Ubatuba;-45.11;-23.458;1145
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;RJ;Niteroi;-43.103;-22.883;1145
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;PE;Recife;-34.9;-8.053;19487
Gynacantha bifida;Aeshnidae;Gynacantha;Brasil;SP;Promissão;-49.857;-21.535;15473
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1572
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha gracilis;Aeshnidae;Gynacantha;Brasil;RJ;Tinguá;-44;-22.573;1573
Gynacantha interioris;Aeshnidae;Gynacantha;Brasil;AC;Cruzeiro do Sul;-72.766;-7.516;1174
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AM;Manaus;-59.95;-2.958;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AM;Manaus;-59.95;-2.958;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AM;Manaus;-59.95;-2.958;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AM;Manaus;-59.95;-2.958;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AP;Serra do Navio;-52.002;0.895;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AP;Serra do Navio;-52.002;0.895;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;MT;Sinop;-55.566;-11.866;1702
Gynacantha membranalis;Aeshnidae;Gynacantha;Brasil;AM;Manaus;-60.033;-3.033;1702
Gynacantha mexicana;Aeshnidae;Gynacantha;Brasil;RJ;Maricá;-42.833;-22.933;14493
Gynacantha mexicana;Aeshnidae;Gynacantha;Brasil;RJ;Maricá;-42.818;-22.919;1146
Gynacantha mexicana;Aeshnidae;Gynacantha;Brasil;RJ;Maricá;-42.833;-22.933;14493
Gynacantha mexicana;Aeshnidae;Gynacantha;Brasil;RJ;Maricá;-42.833;-22.933;2216
Gynacantha mexicana;Aeshnidae;Gynacantha;Brasil;RR;Ilha de Maracá;-61.666;3.416;10285
Gynacantha mexicana;Aeshnidae;Gynacantha;Brasil;RJ;Maricá;-42.833;-22.933;2216
Gynacantha nervosa;Aeshnidae;Gynacantha;Brasil;MT;Cachoeira;-51.15;-19.395;6653
Gynacantha nervosa;Aeshnidae;Gynacantha;Brasil;RJ;Magé;-43.033;-22.666;1143
Gynacantha nervosa;Aeshnidae;Gynacantha;Brasil;RR;Ilha de Maracá;-61.666;3.416;10285
Gynacantha nervosa;Aeshnidae;Gynacantha;Brasil;PE;Recife;-34.9;-8.053;19487
Gynacantha nervosa;Aeshnidae;Gynacantha;Brasil;MS;;-52.7938;-18.3563;21696
Gynacantha nervosa;Aeshnidae;Gynacantha;Brasil;MT;Chapada;-55.749;-15.46;6653
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Teresópolis;-42.965;-22.412;9837
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1691
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1691
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1691
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Ilha Grande;-42.82;-22.92;14493
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1692
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Ilha da Marambaia;-43.966;-23.066;14493
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Ilha Grande;-42.82;-22.92;1691
Limnetron debile;Aeshnidae;Limnetron;Brasil;RJ;Itatiaia;-44.563;-22.496;1691
Neuraeschna calverti;Aeshnidae;Neuraeschna;Brasil;AM;Manaus;-60.025;-3.101;9206
Neuraeschna claviforcipata;Aeshnidae;Neuraeschna;Brasil;AM;Manaus;-60.033;-3.033;9206
Neuraeschna claviforcipata;Aeshnidae;Neuraeschna;Brasil;PA;Belém;-48.504;-1.44;9206
Neuraeschna claviforcipata;Aeshnidae;Neuraeschna;Brasil;PA;Belém;-48.504;-1.44;22665
Neuraeschna costalis;Aeshnidae;Neuraeschna;Brasil;RJ;Magé;-43.033;-22.666;1143
Neuraeschna costalis;Aeshnidae;Neuraeschna;Brasil;DF;Brasília;-47.9;-15.85;9206
Neuraeschna costalis;Aeshnidae;Neuraeschna;Brasil;SP;Salesópolis;-45.847;-23.531;15473
Neuraeschna costalis;Aeshnidae;Neuraeschna;Brasil;RJ;Magé;-43.033;-22.666;1143
Neuraeschna costalis;Aeshnidae;Neuraeschna;Brasil;PA;Óbidos;-55.518;-1.917;9206
Neuraeschna dentigera;Aeshnidae;Neuraeschna;Brasil;PA;Altamira;-52.366;-3.65;9206
Neuraeschna harpya;Aeshnidae;Neuraeschna;Brasil;PA;Barreira;-55.883;-4.066;9206
Neuraeschna harpya;Aeshnidae;Neuraeschna;Brasil;PA;Altamira;-52.366;-3.65;9206
Neuraeschna harpya;Aeshnidae;Neuraeschna;Brasil;PA;Altamira;-52.366;-3.65;9206
Neuraeschna harpya;Aeshnidae;Neuraeschna;Brasil;AM;Uaupés;-67.88;0.08;9206
Neuraeschna harpya;Aeshnidae;Neuraeschna;Brasil;PA;Altamira;-52.366;-3.65;9206
Neuraeschna maxima;Aeshnidae;Neuraeschna;Brasil;PA;Belém;-48.504;-1.44;9206
Neuraeschna maxima;Aeshnidae;Neuraeschna;Brasil;PA;Belém;-48.504;-1.44;9206
Neuraeschna maxima;Aeshnidae;Neuraeschna;Brasil;PA;Belém;-48.504;-1.44;9206
Neuraeschna mina;Aeshnidae;Neuraeschna;Brasil;RO;Porto Velho;-63.903;-8.761;22662
Neuraeschna mina;Aeshnidae;Neuraeschna;Brasil;RO;Porto Velho;-63.903;-8.761;22665
Neuraeschna producta;Aeshnidae;Neuraeschna;Brasil;PA;Barreira;-55.883;-4.066;9206
Neuraeschna tapajonica;Aeshnidae;Neuraeschna;Brasil;PA;Itaituba;-55.983;-4.276;18025
Remartinia luteipennis;Aeshnidae;Remartinia;Brasil;MT;Chapada;-55.749;-15.46;6653
